ticket_id,created_at,resolved_at,channel,category,subcategory,priority,status,sentiment,product,customer_plan,region,language,assigned_agent,message,resolution_note,resolution_time_hrs,csat_score,first_response_time_hrs,reopened,escalated,num_interactions,customer_tenure_days
TKT-01718,2024-08-11 14:49:00,2024-08-18 15:31:00,chat,Account Access,2FA issue,Low,Resolved,Negative,SecureVault,Professional,Middle East,English,Agent_005 (Sophie M),I can't log in to my account. The password reset email is not arriving.,Refund processed,168.7,3.0,18.1,False,False,11,327
TKT-01719,2025-04-03 20:53:00,2025-04-06 04:47:00,chat,Feature Request,API access,Medium,Closed,Neutral,CloudSync Pro,Professional,Europe,French,Agent_009 (Yuki T),"Can you add an option to export reports in Excel format, not just CSV?",Issue fixed by agent,55.9,3.4,14.5,False,False,11,169
TKT-01720,2024-03-20 09:37:00,2024-03-21 19:25:00,chat,Account Access,Account deletion,High,Resolved,Negative,DataDash,Professional,Southeast Asia,Japanese,Agent_001 (Priya S),I'm having trouble with 2FA — the codes aren't working on my new phone.,No action needed,33.8,2.3,7.2,False,False,3,341
TKT-01721,2025-04-08 15:14:00,2025-04-12 02:38:00,chat,Account Access,Account deletion,Medium,Closed,Very Negative,InvoiceFlow,Starter,Southeast Asia,Hindi,Agent_001 (Priya S),I can't log in to my account. The password reset email is not arriving.,Issue fixed by agent,83.4,1.7,13.7,False,False,11,938
TKT-01722,2024-05-12 18:52:00,,chat,General Inquiry,Documentation,Medium,Open,Very Negative,DataDash,Free,South Asia,English,Agent_001 (Priya S),Could you explain the difference between the Professional and Enterprise plans?,Policy exception granted,,,19.4,False,False,8,816
TKT-01723,2024-10-15 19:02:00,2024-10-17 14:14:00,phone,General Inquiry,Plan comparison,Medium,Closed,Negative,CloudSync Pro,Professional,Southeast Asia,English,Agent_002 (James T),I'm interested in a partnership opportunity with your company.,Issue fixed by agent,43.2,2.1,20.3,False,False,9,972
TKT-01724,2024-02-23 20:16:00,2024-02-25 19:58:00,web_form,Billing,Payment failure,Medium,Closed,Neutral,CloudSync Pro,Starter,South Asia,Arabic,Agent_005 (Sophie M),Could you send me a detailed invoice for the period Apr–Jun 2024? I need it for tax purposes.,,47.7,3.6,18.3,False,False,8,1079
TKT-01725,2024-08-01 11:24:00,2024-08-07 08:42:00,email,Feature Request,Export options,Low,Resolved,Neutral,TaskBoard,Professional,Southeast Asia,French,Agent_009 (Yuki T),Is there any plan to expose an API for the reporting module?,Pending customer,141.3,3.7,10.9,False,False,9,888
TKT-01726,2025-03-20 19:14:00,2025-03-22 01:20:00,email,Technical Issue,Login error,High,Resolved,Positive,DataDash,Free,North America,English,Agent_003 (Lena K),My data isn't syncing across devices. Last successful sync was 2 days ago.,Self-service guided,30.1,4.5,18.0,False,False,9,381
TKT-01727,2025-04-03 13:47:00,2025-04-05 19:23:00,phone,General Inquiry,Documentation,Medium,Resolved,Negative,InvoiceFlow,Professional,North America,English,Agent_002 (James T),Where can I find documentation on setting up the API?,Self-service guided,53.6,2.3,11.4,False,False,1,1356
TKT-01728,2024-07-20 20:37:00,2024-07-22 21:01:00,twitter_dm,Account Access,2FA issue,Medium,Closed,Very Negative,InvoiceFlow,Free,South Asia,Japanese,Agent_006 (Raj P),My account appears to be locked. I haven't violated any terms.,Refund processed,48.4,1.9,18.0,False,False,4,1440
TKT-01729,2024-11-23 10:32:00,2024-11-25 14:32:00,chat,Technical Issue,App crash,Low,Resolved,Very Negative,InvoiceFlow,Starter,North America,Arabic,Agent_001 (Priya S),The app keeps crashing when I try to export a report. I'm on iOS 17.,Escalated to engineering,52.0,1.6,3.6,True,False,1,1393
TKT-01730,2025-05-24 16:47:00,2025-05-25 14:53:00,email,Account Access,Account locked,High,Closed,Negative,DataDash,Professional,North America,Arabic,Agent_008 (Daniel N),I can't log in to my account. The password reset email is not arriving.,Policy exception granted,22.1,2.5,3.4,False,False,5,189
TKT-01731,2025-01-18 21:58:00,2025-01-19 20:52:00,whatsapp,Refund / Return,Full refund,Medium,Resolved,Negative,DataDash,Professional,North America,French,Agent_001 (Priya S),I'd like to request a full refund for my recent purchase. Order #28918.,Refund processed,22.9,2.3,16.5,False,False,1,772
TKT-01732,2025-02-28 09:44:00,2025-03-02 13:32:00,chat,Delivery / Shipping,Tracking issue,Medium,Resolved,Negative,CloudSync Pro,Professional,South Asia,English,Agent_007 (Elena V),The tracking for order #81574 hasn't updated in 11 days.,Refund processed,51.8,2.9,16.6,False,False,2,97
TKT-01733,2024-11-28 10:20:00,2024-12-01 20:14:00,chat,Delivery / Shipping,Missing package,Medium,Resolved,Very Negative,InvoiceFlow,Free,North America,English,Agent_004 (Omar F),"My order #76320 was supposed to arrive on Mar 02, 2025 but it's still not here.",Issue fixed by agent,81.9,1.7,2.2,False,False,1,531
TKT-01734,2024-06-13 12:55:00,,whatsapp,Billing,Subscription upgrade,Low,In Progress,Neutral,CloudSync Pro,Starter,South Asia,English,Agent_009 (Yuki T),My payment of $156.00 failed but the amount was still deducted from my account.,Self-service guided,,,0.5,False,False,4,651
TKT-01735,2025-06-04 13:10:00,2025-06-09 02:16:00,web_form,Account Access,Email change,Low,Closed,Very Negative,DataDash,Professional,Europe,Spanish,Agent_004 (Omar F),I can't log in to my account. The password reset email is not arriving.,Pending customer,109.1,1.8,19.8,False,False,8,587
TKT-01736,2024-12-13 09:32:00,,phone,Feature Request,New integration,Medium,In Progress,Negative,CloudSync Pro,Free,North America,English,Agent_006 (Raj P),A dark mode option would be greatly appreciated for late-night work sessions.,Policy exception granted,,,14.7,False,False,11,516
TKT-01737,2024-12-10 19:49:00,,email,Delivery / Shipping,Missing package,Medium,In Progress,Neutral,CloudSync Pro,Professional,Latin America,Hindi,Agent_007 (Elena V),The item I received is damaged. I need a replacement or refund for order #75002.,Pending customer,,,14.3,True,False,3,574
TKT-01738,2025-04-09 14:17:00,2025-04-11 04:53:00,whatsapp,Technical Issue,Feature not working,Low,Resolved,Neutral,SecureVault,Starter,North America,English,Agent_007 (Elena V),My data isn't syncing across devices. Last successful sync was 3 days ago.,Issue fixed by agent,38.6,3.2,8.9,False,False,4,1263
TKT-01739,2024-06-11 15:01:00,,helpdesk_portal,Delivery / Shipping,Late delivery,High,Open,Neutral,SecureVault,Enterprise,North America,English,Agent_008 (Daniel N),"My order #29055 was supposed to arrive on Jul 21, 2024 but it's still not here.",Policy exception granted,,,0.4,False,False,10,1006
TKT-01740,2024-06-12 20:19:00,2024-06-14 03:19:00,email,Technical Issue,Performance slow,Medium,Resolved,Very Negative,CloudSync Pro,Starter,North America,Hindi,Agent_007 (Elena V),I'm unable to connect an integration since the latest update. Getting error code ERR-826.,Escalated to engineering,31.0,1.6,10.0,False,False,12,408
TKT-01741,2024-07-12 14:00:00,2024-07-13 07:18:00,web_form,Feature Request,UI improvement,High,Resolved,Neutral,TaskBoard,Enterprise,Middle East,English,Agent_008 (Daniel N),A dark mode option would be greatly appreciated for late-night work sessions.,No action needed,17.3,3.1,6.4,False,False,3,1248
TKT-01742,2025-04-24 20:10:00,,email,Billing,Duplicate charge,Critical,Open,Positive,InvoiceFlow,Professional,North America,French,Agent_001 (Priya S),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Self-service guided,,,21.4,True,False,9,303
TKT-01743,2024-01-30 22:14:00,2024-02-03 01:14:00,chat,General Inquiry,Plan comparison,Medium,Resolved,Negative,CloudSync Pro,Starter,Europe,English,Agent_009 (Yuki T),I'm interested in a partnership opportunity with your company.,Escalated to engineering,75.0,2.8,15.2,False,False,9,910
TKT-01744,2025-05-03 16:01:00,,email,Billing,Incorrect amount,Low,In Progress,Very Negative,CloudSync Pro,Free,North America,Hindi,Agent_002 (James T),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Pending customer,,,12.2,False,False,12,1099
TKT-01745,2024-02-17 15:42:00,2024-02-18 08:42:00,email,Delivery / Shipping,Late delivery,High,Closed,Negative,CloudSync Pro,Professional,South Asia,English,Agent_006 (Raj P),"My order #22443 was supposed to arrive on May 27, 2024 but it's still not here.",Pending customer,17.0,2.4,10.6,False,False,4,967
TKT-01746,2024-12-27 21:29:00,2024-12-29 02:47:00,whatsapp,Billing,Subscription upgrade,High,Resolved,Neutral,TaskBoard,Starter,Southeast Asia,English,Agent_003 (Lena K),"Hi, I was charged $387.49 twice on Sep 14, 2024. My invoice is INV-3212. Please refund the duplicate.",Pending customer,29.3,3.6,2.6,True,False,3,918
TKT-01747,2024-08-20 22:53:00,2024-08-23 18:35:00,email,Technical Issue,Login error,Medium,Resolved,Neutral,TaskBoard,Professional,South Asia,English,Agent_005 (Sophie M),My data isn't syncing across devices. Last successful sync was 6 days ago.,Pending customer,67.7,3.6,1.5,False,False,9,423
TKT-01748,2025-05-24 16:30:00,2025-05-27 18:30:00,email,Refund / Return,Return request,Low,Closed,Very Negative,SecureVault,Free,Europe,English,Agent_004 (Omar F),I was overcharged and would like a partial refund for the difference.,Self-service guided,74.0,1.9,12.2,False,False,5,8
TKT-01749,2025-01-07 14:39:00,,chat,Feature Request,UI improvement,High,In Progress,Negative,SecureVault,Enterprise,South Asia,English,Agent_008 (Daniel N),Is there any plan to expose an API for the reporting module?,Policy exception granted,,,22.3,False,False,1,184
TKT-01750,2024-12-23 15:51:00,2024-12-25 13:27:00,web_form,Billing,Payment failure,Low,Resolved,Positive,CloudSync Pro,Free,Southeast Asia,English,Agent_007 (Elena V),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Self-service guided,45.6,4.1,9.6,False,False,5,502
TKT-01751,2024-03-19 22:32:00,2024-03-22 03:50:00,phone,Feature Request,Export options,Medium,Resolved,Positive,CloudSync Pro,Professional,Latin America,English,Agent_007 (Elena V),A dark mode option would be greatly appreciated for late-night work sessions.,Escalated to engineering,53.3,4.4,7.9,False,False,1,724
TKT-01752,2024-09-24 21:48:00,2024-09-26 03:06:00,chat,Refund / Return,Policy inquiry,High,Resolved,Negative,CloudSync Pro,Starter,Southeast Asia,Japanese,Agent_001 (Priya S),I was overcharged and would like a partial refund for the difference.,Issue fixed by agent,29.3,2.6,13.0,False,False,4,1326
TKT-01753,2025-04-08 18:23:00,2025-04-09 13:11:00,helpdesk_portal,Refund / Return,Full refund,Medium,Resolved,Negative,DataDash,Starter,South Asia,English,Agent_002 (James T),I want to return an item from order #81307 — it doesn't meet my needs.,Issue fixed by agent,18.8,2.8,21.4,False,False,1,1019
TKT-01754,2024-09-24 08:56:00,2024-09-25 15:14:00,whatsapp,Account Access,Password reset,Medium,Resolved,Negative,TaskBoard,Free,Southeast Asia,English,Agent_007 (Elena V),My account appears to be locked. I haven't violated any terms.,Self-service guided,30.3,2.5,19.9,False,False,7,839
TKT-01755,2025-06-18 15:01:00,2025-06-19 18:55:00,whatsapp,Complaint,Long wait time,High,Resolved,Negative,CloudSync Pro,Professional,Africa,English,Agent_006 (Raj P),I've contacted support 4 times about the same issue and it's still unresolved.,Issue fixed by agent,27.9,2.6,22.9,False,False,11,1397
TKT-01756,2024-12-01 11:37:00,2024-12-03 02:01:00,whatsapp,Feature Request,API access,High,Closed,Positive,DataDash,Free,Europe,English,Agent_008 (Daniel N),A dark mode option would be greatly appreciated for late-night work sessions.,Self-service guided,38.4,4.9,22.0,False,False,8,823
TKT-01757,2024-09-11 17:20:00,,chat,Technical Issue,Login error,Medium,In Progress,Positive,CloudSync Pro,Professional,Africa,Spanish,Agent_002 (James T),I'm unable to invite a team member since the latest update. Getting error code ERR-770.,Issue fixed by agent,,,17.8,False,False,3,740
TKT-01758,2024-04-09 21:49:00,2024-04-10 18:19:00,chat,Technical Issue,Feature not working,High,Resolved,Very Negative,CloudSync Pro,Professional,Africa,English,Agent_002 (James T),I'm unable to connect an integration since the latest update. Getting error code ERR-623.,Escalated to engineering,20.5,1.1,17.5,False,False,12,204
TKT-01759,2024-01-22 20:38:00,,chat,Technical Issue,Data sync issue,Low,Open,Positive,CloudSync Pro,Professional,North America,Hindi,Agent_006 (Raj P),The app keeps crashing when I try to upload a file. I'm on Android 14.,Self-service guided,,,5.4,False,False,7,1107
TKT-01760,2025-04-16 22:39:00,2025-04-23 04:03:00,phone,Complaint,Unresolved issue,Low,Resolved,Very Negative,SecureVault,Starter,Europe,English,Agent_001 (Priya S),I've contacted support 2 times about the same issue and it's still unresolved.,Escalated to engineering,149.4,1.2,17.9,False,False,8,416
TKT-01761,2024-11-15 16:07:00,,email,Technical Issue,App crash,Medium,In Progress,Very Negative,CloudSync Pro,Enterprise,South Asia,Arabic,Agent_008 (Daniel N),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Self-service guided,,,13.5,False,False,10,470
TKT-01762,2024-09-13 10:21:00,2024-09-20 05:27:00,helpdesk_portal,Technical Issue,App crash,Low,Closed,Positive,DataDash,Starter,Europe,English,Agent_002 (James T),My data isn't syncing across devices. Last successful sync was 13 days ago.,Self-service guided,163.1,5.0,19.5,False,False,2,948
TKT-01763,2024-08-03 15:03:00,,whatsapp,Technical Issue,Feature not working,Low,In Progress,Negative,CloudSync Pro,Enterprise,Southeast Asia,English,Agent_008 (Daniel N),My data isn't syncing across devices. Last successful sync was 13 days ago.,Issue fixed by agent,,,3.2,False,False,1,1210
TKT-01764,2025-05-23 12:39:00,2025-05-26 19:39:00,email,Billing,Duplicate charge,Low,Closed,Neutral,CloudSync Pro,Professional,South Asia,French,Agent_005 (Sophie M),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,,79.0,3.5,8.1,False,False,8,1279
TKT-01765,2025-03-05 18:46:00,,twitter_dm,Delivery / Shipping,Tracking issue,Low,Open,Very Negative,SecureVault,Starter,Europe,German,Agent_005 (Sophie M),"My order #53394 was supposed to arrive on Feb 26, 2024 but it's still not here.",Self-service guided,,,9.6,False,False,7,801
TKT-01766,2025-06-16 09:00:00,2025-06-17 22:24:00,phone,Account Access,Account locked,Medium,Resolved,Neutral,CloudSync Pro,Free,North America,English,Agent_002 (James T),I'm having trouble with 2FA — the codes aren't working on my new phone.,Refund processed,37.4,3.5,21.3,False,False,11,1423
TKT-01767,2024-11-07 15:54:00,,twitter_dm,Refund / Return,Full refund,Medium,In Progress,Positive,TaskBoard,Professional,Europe,Hindi,Agent_003 (Lena K),What's the status of refund request #REF-9624? It's been 12 days.,Escalated to engineering,,,4.6,True,False,8,953
TKT-01768,2025-04-21 21:03:00,2025-04-25 10:51:00,whatsapp,Account Access,Account deletion,Low,Resolved,Very Negative,CloudSync Pro,Free,North America,English,Agent_009 (Yuki T),I need to update the email address associated with my account.,No action needed,85.8,1.1,5.4,False,False,12,733
TKT-01769,2024-05-11 10:05:00,2024-05-14 09:41:00,email,Account Access,2FA issue,Medium,Closed,Very Negative,TaskBoard,Starter,Southeast Asia,English,Agent_003 (Lena K),I'm having trouble with 2FA — the codes aren't working on my new phone.,Issue fixed by agent,71.6,1.8,2.3,True,False,2,506
TKT-01770,2025-02-07 07:28:00,2025-02-08 15:10:00,chat,General Inquiry,Documentation,Medium,Closed,Negative,CloudSync Pro,Professional,Africa,English,Agent_003 (Lena K),Does CloudSync Pro integrate with Salesforce?,Policy exception granted,31.7,2.6,22.9,False,False,11,421
TKT-01771,2025-03-21 20:27:00,,whatsapp,General Inquiry,Documentation,High,Open,Neutral,DataDash,Free,Middle East,English,Agent_001 (Priya S),I'm interested in a partnership opportunity with your company.,Issue fixed by agent,,,9.8,False,False,4,175
TKT-01772,2024-02-28 12:30:00,,email,General Inquiry,Plan comparison,High,Open,Negative,InvoiceFlow,Enterprise,Africa,English,Agent_001 (Priya S),Does InvoiceFlow integrate with Salesforce?,Refund processed,,,12.2,False,False,3,487
TKT-01773,2024-06-01 14:31:00,2024-06-04 01:07:00,twitter_dm,Billing,Subscription upgrade,Low,Resolved,Neutral,InvoiceFlow,Professional,Middle East,French,Agent_007 (Elena V),I noticed an incorrect charge of $314.00 on my last bill. Can you look into invoice INV-5046?,Refund processed,58.6,3.0,9.6,False,False,3,918
TKT-01774,2024-04-07 13:17:00,2024-04-11 04:53:00,chat,Technical Issue,Data sync issue,Medium,Closed,Very Negative,DataDash,Professional,Europe,Arabic,Agent_009 (Yuki T),The app keeps crashing when I try to connect an integration. I'm on iOS 17.,No action needed,87.6,1.3,7.2,False,False,5,223
TKT-01775,2024-06-13 16:29:00,2024-06-17 03:17:00,chat,Technical Issue,Feature not working,Medium,Resolved,Negative,DataDash,Free,Middle East,English,Agent_009 (Yuki T),The app keeps crashing when I try to connect an integration. I'm on iOS 17.,Issue fixed by agent,82.8,2.5,11.6,False,False,5,361
TKT-01776,2025-05-31 11:27:00,2025-06-07 19:51:00,whatsapp,General Inquiry,Plan comparison,Low,Closed,Negative,CloudSync Pro,Professional,Middle East,Spanish,Unassigned,Where can I find documentation on setting up the API?,Issue fixed by agent,176.4,2.3,,False,False,12,22
TKT-01777,2024-06-12 15:29:00,2024-06-14 14:11:00,chat,Technical Issue,Feature not working,Low,Closed,Negative,CloudSync Pro,Professional,Europe,Japanese,Agent_005 (Sophie M),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Issue fixed by agent,46.7,2.5,17.5,False,False,5,952
TKT-01778,2024-02-01 19:23:00,2024-02-07 21:59:00,email,Delivery / Shipping,Missing package,Low,Resolved,Negative,SecureVault,Enterprise,Africa,English,Agent_004 (Omar F),"My order #31323 was supposed to arrive on Dec 04, 2024 but it's still not here.",Refund processed,146.6,2.4,19.2,False,False,4,1450
TKT-01779,2024-01-23 19:41:00,,email,Account Access,Email change,High,In Progress,Very Negative,TaskBoard,Enterprise,North America,Spanish,Agent_008 (Daniel N),I need to update the email address associated with my account.,No action needed,,,4.0,False,False,8,115
TKT-01780,2024-04-05 15:39:00,2024-04-10 04:27:00,whatsapp,Billing,Invoice request,Low,Resolved,Negative,SecureVault,Free,Middle East,French,Agent_007 (Elena V),My payment of $459.49 failed but the amount was still deducted from my account.,Refund processed,108.8,2.3,13.4,False,False,7,796
TKT-01781,2024-10-01 17:51:00,2024-10-02 14:33:00,email,Delivery / Shipping,Late delivery,High,Resolved,Neutral,CloudSync Pro,Starter,Southeast Asia,French,Agent_004 (Omar F),"My order #58504 was supposed to arrive on Dec 24, 2024 but it's still not here.",Policy exception granted,20.7,3.8,10.1,False,False,12,156
TKT-01782,2024-01-30 11:29:00,2024-02-02 00:35:00,whatsapp,Account Access,Account locked,Medium,Resolved,Negative,TaskBoard,Starter,Middle East,English,Agent_004 (Omar F),I need to update the email address associated with my account.,Policy exception granted,61.1,2.7,7.6,False,False,12,1119
TKT-01783,2024-11-06 18:29:00,2024-11-13 14:47:00,email,Account Access,2FA issue,Low,Resolved,Negative,TaskBoard,Professional,Middle East,English,Agent_005 (Sophie M),I'm having trouble with 2FA — the codes aren't working on my new phone.,Issue fixed by agent,164.3,2.3,10.2,False,False,1,257
TKT-01784,2025-05-26 13:49:00,2025-05-29 19:01:00,email,Complaint,Policy dissatisfaction,Medium,Closed,Very Negative,SecureVault,Professional,Europe,German,Agent_008 (Daniel N),Your refund policy is very unfair. I'm considering leaving the platform.,Issue fixed by agent,77.2,1.0,10.4,False,False,10,1309
TKT-01785,2024-06-05 10:02:00,,helpdesk_portal,Feature Request,Dark mode,High,Open,Very Negative,TaskBoard,Enterprise,Europe,English,Agent_003 (Lena K),It would be really helpful if SecureVault supported direct integration with Jira.,Self-service guided,,,19.5,False,False,4,1008
TKT-01786,2025-04-04 12:27:00,,web_form,Billing,Invoice request,Medium,In Progress,Very Negative,CloudSync Pro,Enterprise,South Asia,Arabic,Agent_001 (Priya S),"Hi, I was charged $194.49 twice on Mar 29, 2024. My invoice is INV-5943. Please refund the duplicate.",Self-service guided,,,7.1,False,False,7,565
TKT-01787,2024-09-23 17:23:00,,phone,Technical Issue,Feature not working,Medium,Open,Neutral,DataDash,Starter,Southeast Asia,Hindi,Agent_009 (Yuki T),My data isn't syncing across devices. Last successful sync was 14 days ago.,Issue fixed by agent,,,7.4,False,False,5,278
TKT-01788,2024-06-26 09:59:00,,chat,Feature Request,API access,Low,Open,Negative,SecureVault,Free,Africa,German,Agent_005 (Sophie M),It would be really helpful if TaskBoard supported direct integration with Zapier.,Pending customer,,,22.9,False,False,3,482
TKT-01789,2025-02-20 20:22:00,,whatsapp,Billing,Subscription upgrade,Medium,In Progress,Neutral,SecureVault,Professional,Middle East,German,Agent_007 (Elena V),"Hi, I was charged $430.00 twice on Mar 08, 2025. My invoice is INV-7679. Please refund the duplicate.",Escalated to engineering,,,2.5,False,False,12,1430
TKT-01790,2024-01-07 11:16:00,2024-01-08 17:34:00,phone,Technical Issue,Performance slow,High,Closed,Very Negative,InvoiceFlow,Professional,North America,Hindi,Agent_001 (Priya S),The app keeps crashing when I try to invite a team member. I'm on Windows 11.,Issue fixed by agent,30.3,1.1,23.1,False,False,2,456
TKT-01791,2024-07-17 11:51:00,,helpdesk_portal,Billing,Duplicate charge,Critical,In Progress,Negative,DataDash,Professional,North America,English,Agent_004 (Omar F),Could you send me a detailed invoice for the period Apr–Jun 2024? I need it for tax purposes.,Issue fixed by agent,,,22.3,True,False,1,555
TKT-01792,2024-03-30 18:37:00,2024-03-31 17:01:00,phone,Technical Issue,Performance slow,Medium,Closed,Negative,TaskBoard,Free,South Asia,English,Agent_002 (James T),I'm unable to connect an integration since the latest update. Getting error code ERR-989.,,22.4,2.2,9.4,False,False,1,1433
TKT-01793,2024-09-27 12:44:00,,whatsapp,Technical Issue,Performance slow,High,Open,Neutral,SecureVault,Enterprise,South Asia,Hindi,Agent_007 (Elena V),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Issue fixed by agent,,,19.9,False,False,5,1107
TKT-01794,2025-05-09 12:17:00,2025-05-11 07:29:00,email,Technical Issue,App crash,Medium,Resolved,Negative,DataDash,Professional,Africa,English,Agent_008 (Daniel N),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,No action needed,43.2,2.2,5.5,False,False,5,906
TKT-01795,2024-07-10 17:30:00,2024-07-12 09:12:00,email,Refund / Return,Partial refund,Low,Closed,Neutral,SecureVault,Starter,Southeast Asia,English,Agent_004 (Omar F),What's the status of refund request #REF-4734? It's been 3 days.,No action needed,39.7,3.1,16.9,False,False,7,1002
TKT-01796,2024-07-30 07:35:00,2024-07-30 22:11:00,email,Billing,Incorrect amount,High,Closed,Negative,CloudSync Pro,Starter,North America,English,Agent_002 (James T),"Hi, I was charged $396.99 twice on Mar 29, 2024. My invoice is INV-5978. Please refund the duplicate.",Issue fixed by agent,14.6,2.7,17.0,False,False,3,471
TKT-01797,2024-02-11 16:09:00,2024-02-13 03:27:00,email,Billing,Subscription upgrade,High,Resolved,Positive,CloudSync Pro,Starter,South Asia,English,Agent_005 (Sophie M),Could you send me a detailed invoice for the period Jan–Mar 2024? I need it for tax purposes.,Issue fixed by agent,35.3,4.7,21.0,False,False,10,948
TKT-01798,2024-05-05 21:40:00,2024-05-08 14:22:00,phone,Account Access,2FA issue,Medium,Closed,Negative,TaskBoard,Free,South Asia,English,Agent_003 (Lena K),I'm having trouble with 2FA — the codes aren't working on my new phone.,Issue fixed by agent,64.7,2.4,13.4,False,False,6,679
TKT-01799,2024-03-23 17:38:00,,phone,General Inquiry,Partnership,Low,In Progress,Negative,TaskBoard,Enterprise,Europe,French,Agent_003 (Lena K),I'm interested in a partnership opportunity with your company.,Self-service guided,,,17.9,False,False,9,461
TKT-01800,2025-06-16 22:16:00,,web_form,Technical Issue,Performance slow,Low,Open,Negative,TaskBoard,Enterprise,North America,English,Agent_004 (Omar F),My data isn't syncing across devices. Last successful sync was 6 days ago.,Issue fixed by agent,,,1.2,False,False,5,699
TKT-01801,2024-04-27 22:41:00,2024-04-29 12:17:00,phone,Billing,Subscription upgrade,Medium,Resolved,Neutral,CloudSync Pro,Starter,Southeast Asia,English,Agent_008 (Daniel N),My payment of $88.49 failed but the amount was still deducted from my account.,Refund processed,37.6,3.9,16.5,True,False,9,982
TKT-01802,2024-04-26 14:12:00,2024-04-28 00:30:00,web_form,Technical Issue,Feature not working,Medium,Resolved,Negative,CloudSync Pro,Starter,North America,Japanese,Agent_007 (Elena V),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,,34.3,2.6,13.3,False,False,11,1018
TKT-01803,2025-04-21 10:47:00,2025-04-23 07:53:00,helpdesk_portal,Refund / Return,Policy inquiry,Medium,Closed,Very Negative,DataDash,Enterprise,Africa,English,Agent_005 (Sophie M),What's the status of refund request #REF-8978? It's been 6 days.,Issue fixed by agent,45.1,1.9,9.7,False,False,12,546
TKT-01804,2024-01-31 09:06:00,2024-02-03 01:42:00,email,General Inquiry,Partnership,Medium,Resolved,Negative,InvoiceFlow,Free,Southeast Asia,English,Agent_004 (Omar F),I'm interested in a partnership opportunity with your company.,Issue fixed by agent,64.6,2.9,4.0,False,False,7,1367
TKT-01805,2025-03-17 15:03:00,2025-03-18 21:09:00,phone,Billing,Subscription upgrade,High,Closed,Positive,CloudSync Pro,Enterprise,North America,German,Agent_009 (Yuki T),My payment of $489.99 failed but the amount was still deducted from my account.,No action needed,30.1,4.2,3.0,False,False,5,1203
TKT-01806,2024-01-06 12:14:00,,phone,Account Access,2FA issue,Low,In Progress,Negative,SecureVault,Starter,Europe,English,Agent_009 (Yuki T),My account appears to be locked. I haven't violated any terms.,Self-service guided,,,0.8,False,False,2,42
TKT-01807,2024-05-23 14:57:00,2024-05-26 10:09:00,whatsapp,Billing,Subscription upgrade,Low,Closed,Positive,InvoiceFlow,Enterprise,North America,English,Agent_001 (Priya S),My payment of $239.99 failed but the amount was still deducted from my account.,Self-service guided,67.2,4.6,6.3,False,False,8,426
TKT-01808,2025-01-09 14:47:00,2025-01-10 01:29:00,helpdesk_portal,Technical Issue,App crash,Critical,Closed,Positive,CloudSync Pro,Professional,North America,English,Agent_003 (Lena K),The app keeps crashing when I try to upload a file. I'm on Android 14.,Escalated to engineering,10.7,4.5,17.4,False,False,8,1345
TKT-01809,2024-07-18 21:45:00,2024-07-20 18:15:00,whatsapp,Technical Issue,Performance slow,Medium,Closed,Neutral,InvoiceFlow,Professional,Europe,German,Agent_002 (James T),I'm unable to connect an integration since the latest update. Getting error code ERR-229.,Escalated to engineering,44.5,3.0,14.7,False,False,10,3
TKT-01810,2024-10-31 08:03:00,,chat,Feature Request,UI improvement,High,In Progress,Positive,CloudSync Pro,Professional,North America,English,Agent_005 (Sophie M),Is there any plan to expose an API for the reporting module?,Pending customer,,,8.7,False,False,2,329
TKT-01811,2024-06-17 15:10:00,2024-06-19 06:28:00,chat,Technical Issue,Login error,Low,Closed,Very Negative,DataDash,Free,North America,French,Agent_004 (Omar F),The app keeps crashing when I try to export a report. I'm on Windows 11.,Refund processed,39.3,1.7,13.2,False,False,8,1049
TKT-01812,2024-03-11 21:29:00,,chat,Account Access,2FA issue,Low,In Progress,Negative,DataDash,Professional,North America,English,Agent_001 (Priya S),I need to update the email address associated with my account.,Issue fixed by agent,,,7.6,False,False,5,509
TKT-01813,2024-09-26 10:59:00,2024-10-03 14:41:00,whatsapp,Account Access,2FA issue,Low,Resolved,Neutral,SecureVault,Enterprise,North America,Hindi,Agent_004 (Omar F),My account appears to be locked. I haven't violated any terms.,Issue fixed by agent,171.7,3.3,8.6,True,False,9,3
TKT-01814,2024-12-18 14:30:00,2024-12-20 09:06:00,web_form,Refund / Return,Return request,Low,Resolved,Neutral,CloudSync Pro,Starter,North America,French,Unassigned,What's the status of refund request #REF-4885? It's been 2 days.,Refund processed,42.6,3.3,,True,False,8,743
TKT-01815,2024-08-18 16:02:00,,email,Technical Issue,Login error,Medium,In Progress,Negative,CloudSync Pro,Professional,Africa,French,Agent_004 (Omar F),The app keeps crashing when I try to upload a file. I'm on Windows 11.,Issue fixed by agent,,,0.6,False,False,7,405
